material;descripcion;categoria;genero;medida
4082134;LENTE SEG ANTIPARRA BIFUNCIONAL PC TRNSP;LENTES;unisex;UN
4013415;LENTE SEG P/OXICORTE PC;LENTES;unisex;UN
4078577;LENTE SEG PC S/INSERTO CLARO;LENTES;unisex;UN
4121415;LENTE SEG PC S/INSERTO GRIS;LENTES;unisex;UN
4121416;LENTE SEG PC S/INSERTO IN/OUT;LENTES;unisex;UN
4171828;LENTE SEGURIDAD ANTI EMPAÑANTE GRIS/AZUL;LENTES;unisex;UN
4115996;LENTE SEGURIDAD OXICORTE 1000427;LENTES;unisex;UN
4164094;LENTES SEGURIDAD ANTIPARRA BIFUNCIONAL;LENTES;unisex;UN
4159983;PANTALON 1° CAPA TERMICA DAMA T-52;PANTALONES;dama;UN
4111656;PANTALON 1° CAPA TERMICO VARON T-46;PANTALONES;varon;UN
4177583;PANTALON CARGO ALTA CORDILLERA DAMA T-L;PANTALONES;dama;UN
4177584;PANTALON CARGO ALTA CORDILLERA DAMA T-XL;PANTALONES;dama;UN
4061424;PANTALON CUERO XL EPPPCEPS REV.1;PANTALONES;varon;UN
4063906;PANTALON INVIERNO C/FORRO INTERIOR T-44;PANTALONES;varon;UN
4063907;PANTALON INVIERNO C/FORRO INTERIOR T-46;PANTALONES;varon;UN
4063909;PANTALON INVIERNO C/FORRO INTERIOR T-50;PANTALONES;varon;UN
4063910;PANTALON INVIERNO C/FORRO INTERIOR T-52;PANTALONES;varon;UN
4063911;PANTALON INVIERNO C/FORRO INTERIOR T-54;PANTALONES;varon;UN
4063913;PANTALON INVIERNO C/FORRO INTERIOR T-58;PANTALONES;varon;UN
4113154;PANTALON JARDINERA POLIESTER L NARANJO;PANTALONES;unisex;UN
4113153;PANTALON JARDINERA POLIESTER M NARANJO;PANTALONES;unisex;UN
4113151;PANTALON JARDINERA POLIESTER S NARANJO;PANTALONES;unisex;UN
4113155;PANTALON JARDINERA POLIESTER XL NARANJO;PANTALONES;unisex;UN
4003765;PANTALON L AMARILLO IMPERMEABLE;PANTALONES;unisex;UN
4158667;PANTALON MATERNAL T-36 GRIS/BEIGE;PANTALONES;varon;UN
4158670;PANTALON MATERNAL T-42 GRIS/BEIGE;PANTALONES;varon;UN
4158672;PANTALON MATERNAL T-46 GRIS/BEIGE;PANTALONES;varon;UN
4158673;PANTALON MATERNAL T-48 GRIS/BEIGE;PANTALONES;varon;UN
4158674;PANTALON MATERNAL T-50 GRIS/BEIGE;PANTALONES;varon;UN
4158675;PANTALON MATERNAL T-52 GRIS/BEIGE;PANTALONES;varon;UN
4003768;PANTALON NYLON L AMARILLO IMPERMEABLE;PANTALONES;unisex;UN
4003767;PANTALON NYLON L AMARILLO IMPERMEABLE;PANTALONES;unisex;UN
4152514;PANTALON PROTEC ARCO ELECT VARON T-44;PANTALONES;varon;UN
4163265;PANTALON RET A LA LLAMA REFOR VARON T-38;PANTALONES;varon;UN
4163267;PANTALON RET A LA LLAMA REFOR VARON T-40;PANTALONES;varon;UN
4163269;PANTALON RET A LA LLAMA REFOR VARON T-42;PANTALONES;varon;UN
4163271;PANTALON RET A LA LLAMA REFOR VARON T-44;PANTALONES;varon;UN
4163273;PANTALON RET A LA LLAMA REFOR VARON T-46;PANTALONES;varon;UN
4163275;PANTALON RET A LA LLAMA REFOR VARON T-48;PANTALONES;varon;UN
4163277;PANTALON RET A LA LLAMA REFOR VARON T-50;PANTALONES;varon;UN
4163279;PANTALON RET A LA LLAMA REFOR VARON T-52;PANTALONES;varon;UN
4163280;PANTALON RET A LA LLAMA REFOR VARON T-54;PANTALONES;varon;UN
4163281;PANTALON RET A LA LLAMA REFOR VARON T-56;PANTALONES;varon;UN
4075652;PANTALON RET A LA LLAMA VARON T-46;PANTALONES;varon;UN
4152515;PANTALON RET A LA LLAMA VARON T-46;PANTALONES;varon;UN
4152516;PANTALON RET A LA LLAMA VARON T-48;PANTALONES;varon;UN
4152517;PANTALON RET A LA LLAMA VARON T-50;PANTALONES;varon;UN
4154607;PANTALON RET AGENTE QUIMICO VARON T-44;PANTALONES;varon;UN
4053039;PANTALON RET AGENTE QUIMICO VARON T-46;PANTALONES;varon;UN
4053040;PANTALON RET AGENTE QUIMICO VARON T-48;PANTALONES;varon;UN
4053041;PANTALON RET AGENTE QUIMICO VARON T-50;PANTALONES;varon;UN
4053042;PANTALON RET AGENTE QUIMICO VARON T-52;PANTALONES;varon;UN
4053043;PANTALON RET AGENTE QUIMICO VARON T-54;PANTALONES;varon;UN
4053044;PANTALON RET AGENTE QUIMICO VARON T-56;PANTALONES;varon;UN
4003749;PANTALON SOLD/FUND CUERO T-L;PANTALONES;unisex;UN
4115985;PANTALON SOLDADOR CUERO XXL;PANTALONES;unisex;UN
4077127;PANTALON USO GENERAL VARON T-2XL;PANTALONES;varon;UN
4077125;PANTALON USO GENERAL VARON T-L;PANTALONES;varon;UN
4077124;PANTALON USO GENERAL VARON T-M;PANTALONES;varon;UN
4077123;PANTALON USO GENERAL VARON T-S;PANTALONES;varon;UN
4077126;PANTALON USO GENERAL VARON T-XL;PANTALONES;varon;UN
4077122;PANTALON USO GENERAL VARON T-XS;PANTALONES;varon;UN
4160063;PANTALON VERANO PROT. UV DAMA T-2XL;PANTALONES;dama;UN
4160074;PANTALON VERANO PROT. UV DAMA T-2XL;PANTALONES;dama;UN
4160064;PANTALON VERANO PROT. UV DAMA T-3XL;PANTALONES;dama;UN
4160075;PANTALON VERANO PROT. UV DAMA T-3XL;PANTALONES;varon;UN
4160061;PANTALON VERANO PROT. UV DAMA T-L;PANTALONES;dama;UN
4160072;PANTALON VERANO PROT. UV DAMA T-L;PANTALONES;dama;UN
4160050;PANTALON VERANO PROT. UV DAMA T-M;PANTALONES;dama;UN
4160071;PANTALON VERANO PROT. UV DAMA T-M;PANTALONES;dama;UN
4160070;PANTALON VERANO PROT. UV DAMA T-S;PANTALONES;dama;UN
4160062;PANTALON VERANO PROT. UV DAMA T-XL;PANTALONES;dama;UN
4160073;PANTALON VERANO PROT. UV DAMA T-XL;PANTALONES;dama;UN
4180261;PARKA INSTITUCIONAL CORP DAMA T-XS;PARKAS;dama;UN
4180269;PARKA INSTITUCIONAL CORP VARON T-L;PARKAS;varon;UN
4180268;PARKA INSTITUCIONAL CORP VARON T-M;PARKAS;varon;UN
4180267;PARKA INSTITUCIONAL CORP VARON T-S;PARKAS;varon;UN
4180271;PARKA INSTITUCIONAL CORP VARON T-XXL;PARKAS;varon;UN
4121615;PARKA PLUMA VIAJE MUJER TALLA XS;PARKAS;dama;UN
4121283;PARKA TERMICA ALTA VISIB DAMA T-L;PARKAS;dama;UN
4121284;PARKA TERMICA ALTA VISIB DAMA T-M;PARKAS;dama;UN
4121285;PARKA TERMICA ALTA VISIB DAMA T-S;PARKAS;dama;UN
4121282;PARKA TERMICA ALTA VISIB DAMA T-XL;PARKAS;dama;UN
4121286;PARKA TERMICA ALTA VISIB DAMA T-XS;PARKAS;dama;UN
4122526;PARKA TERMICA ALTA VISIBILIDAD VARON 2XL;PARKAS;varon;UN
4113121;PARKA TERMICA ALTA VISIBILIDAD VARON T-L;PARKAS;varon;UN
4113121;PARKA TERMICA ALTA VISIBILIDAD VARON T-L;PARKAS;varon;UN
4113119;PARKA TERMICA ALTA VISIBILIDAD VARON T-M;PARKAS;varon;UN
4113455;PARKA TERMICA ALTA VISIBILIDAD VARON T-S;PARKAS;varon;UN
4112450;PARKA TERMICA ALTA VISIBILIDAD VARON XL;PARKAS;varon;UN
4112450;PARKA TERMICA ALTA VISIBILIDAD VARON XL;PARKAS;varon;UN
4112450;PARKA TERMICA ALTA VISIBILIDAD VARON XL;PARKAS;varon;UN
4121273;PARKA TERMICA DAMA T-L;PARKAS;dama;UN
4121274;PARKA TERMICA DAMA T-M;PARKAS;dama;UN
4121272;PARKA TERMICA DAMA T-XL;PARKAS;dama;UN
4050936;PARKA VIAJE REGLAN LARGA AZUL T-54;PARKAS;varon;UN
4050937;PARKA VIAJE REGLAN LARGA AZUL T-56;PARKAS;varon;UN
4050938;PARKA VIAJE REGLAN LARGA AZUL T-58;PARKAS;varon;UN
4121561;PARKA VIAJE ROJO NEGRO TALLA 44;PARKAS;varon;UN
4121534;PARKA VIAJE ROJO NEGRO TALLA 46;PARKAS;varon;UN
4121536;PARKA VIAJE ROJO NEGRO TALLA 50;PARKAS;varon;UN
4121537;PARKA VIAJE ROJO NEGRO TALLA 52;PARKAS;varon;UN
4121538;PARKA VIAJE ROJO NEGRO TALLA 54;PARKAS;varon;UN
4121535;PARKA VIAJE, ROJO NEGRO, TALLA 48;PARKAS;varon;UN
4185322;POLAR CONDICIONES EXTREMAS NEG DAMA T-L;POLAR;dama;UN
4185321;POLAR CONDICIONES EXTREMAS NEG DAMA T-M;POLAR;dama;UN
4185320;POLAR CONDICIONES EXTREMAS NEG DAMA T-S;POLAR;dama;UN
4185323;POLAR CONDICIONES EXTREMAS NEG DAMA T-XL;POLAR;dama;UN
4185319;POLAR CONDICIONES EXTREMAS NEG DAMA T-XS;POLAR;dama;UN
4057310;PROTECTOR 100X93X133mm P/AUTORESCATADOR;PROTECTORES;unisex;UN
4158180;PROTECTOR AUDITIVO 3M-PELTOR XH001651237;PROTECTORES;unisex;UN
4035167;PROTECTOR AUDITIVO FONO DIELECTRICO;PROTECTORES;unisex;UN
4013395;PROTECTOR AUDITIVO TAPON DESECHABLE PU;PROTECTORES;unisex;PAA
4178921;PROTECTOR SOLAR TEXPRO FPS50+ S/PERFUME;PROTECTORES;unisex;UN
4003615;REPIRADOR HUMOS METALICOS 8512;RESPIRADORES;unisex;UN
4071095;RESPIRADOR MEDIO ROSTRO SILICONA T-L;RESPIRADORES;unisex;UN
4013446;RESPIRADOR MEDIO ROSTRO SILICONA T-M;RESPIRADORES;unisex;UN
4003608;RESPIRADOR MEDIO ROSTRO SILICONA T-S;RESPIRADORES;unisex;UN
4118318;RESPIRADOR ROSTRO COMPLETO T-L;RESPIRADORES;unisex;BX
4037602;RESPIRADOR ROSTRO COMPLETO T-M;RESPIRADORES;unisex;UN
4037602;RESPIRADOR ROSTRO COMPLETO T-M;RESPIRADORES;unisex;UN
4118316;RESPIRADOR ROSTRO COMPLETO T-S;RESPIRADORES;unisex;BX
4101393;RESPIRADOR ROSTRO COMPLETO T-S;RESPIRADORES;unisex;UN
4164148;SOQUETE FIELTRO BOTA MINERA T-37;SOQUETES;unisex;PAA
4003686;SOQUETE FIELTRO BOTA MINERA T-38;SOQUETES;unisex;PAA
4003687;SOQUETE FIELTRO BOTA MINERA T-39;SOQUETES;unisex;PAA
4003688;SOQUETE FIELTRO BOTA MINERA T-40;SOQUETES;unisex;PAA
4003689;SOQUETE FIELTRO BOTA MINERA T-41;SOQUETES;unisex;PAA
4003690;SOQUETE FIELTRO BOTA MINERA T-42;SOQUETES;unisex;PAA
4003691;SOQUETE FIELTRO BOTA MINERA T-43;SOQUETES;unisex;PAA
4003692;SOQUETE FIELTRO BOTA MINERA T-44;SOQUETES;unisex;PAA
4020352;SUSPENSION URET P/CASCO MINA SUB;SUSPENSIONES;unisex;UN
4039127;SUSPENSION URET P/CASCO USO GENERAL;SUSPENSIONES;unisex;UN
4003770;TENIDA CHAQUETA-PANTALON AZUL 44 TERMICA;TENIDA;Varon;JG
4003771;TENIDA CHAQUETA-PANTALON AZUL 46 TERMICA;TENIDA;Varon;JG
4003772;TENIDA CHAQUETA-PANTALON AZUL 48 TERMICA;TENIDA;Varon;JG
4003772;TENIDA CHAQUETA-PANTALON AZUL 48 TERMICA;TENIDA;Varon;JG
4003772;TENIDA CHAQUETA-PANTALON AZUL 48 TERMICA;TENIDA;Varon;JG
4003773;TENIDA CHAQUETA-PANTALON AZUL 50 TERMICA;TENIDA;Varon;JG
4003773;TENIDA CHAQUETA-PANTALON AZUL 50 TERMICA;TENIDA;Varon;JG
4003773;TENIDA CHAQUETA-PANTALON AZUL 50 TERMICA;TENIDA;Varon;JG
4003775;TENIDA CHAQUETA-PANTALON AZUL 52 TERMICA;TENIDA;Varon;JG
4003775;TENIDA CHAQUETA-PANTALON AZUL 52 TERMICA;TENIDA;Varon;JG
4003776;TENIDA CHAQUETA-PANTALON AZUL 54 TERMICA;TENIDA;Varon;JG
4003779;TENIDA CHAQUETA-PANTALON AZUL 54 TERMICA;TENIDA;Varon;JG
4003778;TENIDA CHAQUETA-PANTALON AZUL 56 TERMICA;TENIDA;Varon;JG
4062346;TRAJE TERMICO INT POLAR AZUL T-54;TRAJES;varon;JG
;;;;
